Kód lokace;Èíslo zboí;Èíslo zboí dodavatele;Kód varianty;Popis zboí;Popis varianty;Zásoba;Prodejní jednotka;Jednotková cena;DPH %;Cena vè. DPH;Èárové kódy
01;23811;KL1;8;PASADENA pelíšek se snímatelnım potahem 60x40 cm;vzor CUBES-I;0;KS;495,87;21;600;
01;23811;KL1;9;PASADENA pelíšek se snímatelnım potahem 60x40 cm;vzor CUBES-J;0;KS;495,87;21;600;
01;23812;KL2;1;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CIRCLE-B;0;KS;694,21;21;840;
01;23812;KL2;10;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor FLOWER-A - ZRUŠENO;0;KS;694,21;21;840;8594167290067
01;23812;KL2;11;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor FLOWER-B;0;KS;694,21;21;840;8594167290104
01;23812;KL2;12;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor FLOWER-D;0;KS;694,21;21;840;
01;23812;KL2;13;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor FLOWER-F;0;KS;694,21;21;840;8594167290180
01;23812;KL2;14;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor OVAL-C;0;KS;694,21;21;840;
01;23812;KL2;15;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor OVAL-F;0;KS;694,21;21;840;8594167290227
01;23812;KL2;16;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor OVAL-G;0;KS;694,21;21;840;8594167290142
01;23812;KL2;17;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor VERTIGO-10;0;KS;694,21;21;840;
01;23812;KL2;18;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor VERTIGO-13;0;KS;694,21;21;840;
01;23812;KL2;19;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor VERTIGO-24;0;KS;694,21;21;840;8594167290265
01;23812;KL2;2;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CIRCLE-C - ZRUŠENO;0;KS;694,21;21;840;
01;23812;KL2;20;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor VERTIGO-39;0;KS;694,21;21;840;8594167290302
01;23812;KL2;21;PASADENA pelíšek se snímatelnım potahem 75x50 cm;STARÉ VZORY LÁTEK - DOPRODEJ;0;KS;694,21;21;840;
01;23812;KL2;3;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CIRCLE-H;0;KS;694,21;21;840;
01;23812;KL2;4;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CIRCLE-I;0;KS;694,21;21;840;
01;23812;KL2;5;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CUBES-A - ZRUŠENO;0;KS;694,21;21;840;
01;23812;KL2;6;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CUBES-B;0;KS;694,21;21;840;
01;23812;KL2;7;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CUBES-C;0;KS;694,21;21;840;8594167290029
01;23812;KL2;8;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CUBES-I;0;KS;694,21;21;840;
01;23812;KL2;9;PASADENA pelíšek se snímatelnım potahem 75x50 cm;vzor CUBES-J;0;KS;694,21;21;840;
01;23813;KL3;1;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CIRCLE-B;1;KS;892,56;21;1 080;
01;23813;KL3;10;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor FLOWER-A - ZRUŠENO;0;KS;892,56;21;1 080;8594167290074
01;23813;KL3;11;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor FLOWER-B;0;KS;892,56;21;1 080;8594167290111
01;23813;KL3;12;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor FLOWER-D;0;KS;892,56;21;1 080;8594167291637
01;23813;KL3;13;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor FLOWER-F;1;KS;892,56;21;1 080;8594167290197
01;23813;KL3;14;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor OVAL-C;0;KS;892,56;21;1 080;
01;23813;KL3;15;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor OVAL-F;0;KS;892,56;21;1 080;8594167290234
01;23813;KL3;16;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor OVAL-G;0;KS;892,56;21;1 080;8594167290159
01;23813;KL3;17;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor VERTIGO-10;0;KS;892,56;21;1 080;
01;23813;KL3;18;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor VERTIGO-13;0;KS;892,56;21;1 080;
01;23813;KL3;19;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor VERTIGO-24;0;KS;892,56;21;1 080;8594167290272
01;23813;KL3;2;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CIRCLE-C - ZRUŠENO;0;KS;892,56;21;1 080;
01;23813;KL3;20;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor VERTIGO-39;0;KS;892,56;21;1 080;8594167290319
01;23813;KL3;21;PASADENA pelíšek se snímatelnım potahem 90x65 cm;STARÉ VZORY LÁTEK - DOPRODEJ;0;KS;892,56;21;1 080;
01;23813;KL3;3;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CIRCLE-H;0;KS;892,56;21;1 080;
01;23813;KL3;4;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CIRCLE-I;0;KS;892,56;21;1 080;
01;23813;KL3;5;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CUBES-A - ZRUŠENO;0;KS;892,56;21;1 080;
01;23813;KL3;6;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CUBES-B;0;KS;892,56;21;1 080;
01;23813;KL3;7;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CUBES-C;0;KS;892,56;21;1 080;8594167290036
01;23813;KL3;8;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CUBES-I;0;KS;892,56;21;1 080;
01;23813;KL3;9;PASADENA pelíšek se snímatelnım potahem 90x65 cm;vzor CUBES-J;0;KS;892,56;21;1 080;
01;23814;KL4;1;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CIRCLE-B;0;KS;1 090,91;21;1 320;
01;23814;KL4;10;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor FLOWER-A - ZRUŠENO;0;KS;1 090,91;21;1 320;8594167290081
01;23814;KL4;11;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor FLOWER-B;0;KS;1 090,91;21;1 320;8594167290128
01;23814;KL4;12;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor FLOWER-D;0;KS;1 090,91;21;1 320;
01;23814;KL4;13;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor FLOWER-F;0;KS;1 090,91;21;1 320;8594167290203
01;23814;KL4;14;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor OVAL-C;0;KS;1 090,91;21;1 320;
01;23814;KL4;15;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor OVAL-F;0;KS;1 090,91;21;1 320;8594167290241
01;23814;KL4;16;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor OVAL-G;0;KS;1 090,91;21;1 320;8594167290166
01;23814;KL4;17;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor VERTIGO-10;0;KS;1 090,91;21;1 320;
01;23814;KL4;18;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor VERTIGO-13;0;KS;1 090,91;21;1 320;
01;23814;KL4;19;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor VERTIGO-24;0;KS;1 090,91;21;1 320;8594167290289
01;23814;KL4;2;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CIRCLE-C - ZRUŠENO;0;KS;1 090,91;21;1 320;
01;23814;KL4;20;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor VERTIGO-39;0;KS;1 090,91;21;1 320;8594167290326
01;23814;KL4;21;PASADENA pelíšek se snímatelnım potahem 110x80 cm;STARÉ VZORY LÁTEK - DOPRODEJ;0;KS;1 090,91;21;1 320;
01;23814;KL4;3;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CIRCLE-H;0;KS;1 090,91;21;1 320;
01;23814;KL4;4;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CIRCLE-I;0;KS;1 090,91;21;1 320;
01;23814;KL4;5;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CUBES-A - ZRUŠENO;0;KS;1 090,91;21;1 320;
01;23814;KL4;6;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CUBES-B;0;KS;1 090,91;21;1 320;
01;23814;KL4;7;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CUBES-C;0;KS;1 090,91;21;1 320;8594167290043
01;23814;KL4;8;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CUBES-I;0;KS;1 090,91;21;1 320;
01;23814;KL4;9;PASADENA pelíšek se snímatelnım potahem 110x80 cm;vzor CUBES-J;0;KS;1 090,91;21;1 320;
01;23815;PE1;;ELBA polštáø se snímatelnım potahem 60x40 cm;;0;KS;360;21;435,6;8594037369015
01;23816;PE2;;ELBA polštáø se snímatelnım potahem 71x47 cm;;0;KS;420;21;508,2;8594037369022
01;23817;PE3;;ELBA polštáø se snímatelnım potahem 90x59 cm;;0;KS;504,21;21;610,1;8594037369039
01;23818;PE4;;ELBA polštáø se snímatelnım potahem 110x80 cm;;0;KS;866,69;21;1 048,7;8594037369046
01;23819;PE5;;ELBA polštáø se snímatelnım potahem 130x100 cm;;0;KS;1 105,04;21;1 337,1;8594037369053
01;23820;PE6;;ELBA polštáø se snímatelnım potahem 150x120 cm;;0;KS;1 445,04;21;1 748,5;8594037369060
01;23821;KE1;;ELBA pelíšek se snímatelnım potahem Kanapa 60x40 cm;;0;KS;528,35;21;639,3;8594037369114
01;23822;KE2;;ELBA pelíšek se snímatelnım potahem Kanapa 75x50 cm;;0;KS;759,17;21;918,6;8594037369121
01;23823;KE3;;ELBA pelíšek se snímatelnım potahem Kanapa 90x65 cm;;0;KS;940,91;21;1 138,5;8594037369138
01;23824;KE4;;ELBA pelíšek se snímatelnım potahem Kanapa 110x80 cm;;0;KS;1 245,87;21;1 507,5;8594037369145
01;23915;37451;;Podloka DRAGO hnìdá 80x60;;6;KS;556,69;21;673,6;4047974372913, 4047974374511
01;23916;37452;;Podloka DRAGO hnìdá 100x70;;5;KS;758,35;21;917,6;4047974372920, 4047974374528
01;23917;37453;;Podloka DRAGO hnìdá 120x80;;6;KS;1 154,21;21;1 396,6;4047974372937, 4047974374535
01;23918;37454;;Podloka DRAGO hnìdá 140x100;;2;KS;1 990,91;21;2 409;4047974374542
01;23919;37461;;Podloka DRAGO èerná 80x60 cm;;4;KS;556,69;21;673,6;4047974374610
01;23920;37462;;Podloka DRAGO èerná 100x70 cm;;1;KS;758,35;21;917,6;4047974374627
01;23921;37463;;Podloka DRAGO èerná 120x80 cm;;1;KS;1 154,21;21;1 396,6;4047974374634
01;23923;37282;;Polštáø LERO imitace kùe èernı 90x65 cm;;2;KS;632,56;21;765,4;4011905372822
01;23974;38062;;Pelíšek odbdelník DRAGO èernı 90x65 cm;;6;KS;549,17;21;664,5;4047974380628
01;23981;38041;;Plyšová podloka GIZMO béovo/hnìdá 60x40 cm;;8;KS;240,91;21;291,5;4047974380413
01;23982;38042;;Plyšová podloka GIZMO béovo/hnìdá 70x45 cm;;4;KS;297,52;21;360;4047974380420
01;23983;38043;;Plyšová podloka GIZMO béovo/hnìdá 80x55 cm;;4;KS;405,87;21;491,1;4047974380437
01;23984;38044;;Plyšová podloka GIZMO béovo/hnìdá 90x65 cm;;3;KS;595,87;21;721;4047974380413, 4047974380444
01;23985;38045;;Plyšová podloka GIZMO béovo/hnìdá 120x75 cm;;0;KS;812,56;21;983,2;4047974380451
01;23990;37726;;Pelech BONZO s polštáøem hnìdá/tyrkys/šedá 60 x 50 cm;;9;KS;475,04;21;574,8;4047974377260
01;23991;37727;;Pelech BONZO s polštáøem hnìdá/tyrkys/šedá 80 x 65 cm;;5;KS;758,35;21;917,6;4047974377277
01;23992;37728;;Pelech BONZO s polštáøem hnìdá/tyrkys/šedá 100 x 70 cm;;7;KS;1 050;21;1 270,5;4047974377284
01;23993;37729;;Pelech BONZO s polštáøem hnìdá/tyrkys/šedá 120 x 80 cm;;2;KS;1 325,04;21;1 603,3;4047974377291
01;24010;120045;;Pelech ovál è.1 45cm;;3;KS;154,21;21;186,6;8591682240102, 8595226601114
01;24020;120050;;Pelech ovál è.2 50cm;;2;KS;183,39;21;221,9;8591682240201, 8595226601121
01;24030;120055;;Pelech ovál è.3 55cm;;7;KS;212,56;21;257,2;8591682240300, 8595226601138
01;24040;120060;;Pelech ovál è.4 60cm;;7;KS;249,17;21;301,5;8591682240409, 8595226601145
01;24050;120065;;Pelech ovál è.5 65cm;;10;KS;287,52;21;347,9;8591682240508, 8595226601152
01;24060;120075;;Pelech ovál è.6 75cm;;8;KS;357,52;21;432,6;8591682240607, 8595226601169
01;24070;120085;;Pelech ovál è.7 85cm;;8;KS;437,52;21;529,4;8591682240706, 8592151200276, 8595226601176
01;24071;37481;;Pelíšek Hunting 50cm - hnìdo/krémovı;;6;KS;270,66;21;327,5;4011905374819
01;24072;37482;;Pelíšek Hunting 70cm - hnìdo/krémovı;;6;KS;432,73;21;523,6;4011905374826
01;24073;37483;;Pelíšek Hunting 90cm - hnìdo/krémovı;;4;KS;652,73;21;789,8;4011905374833
01;24077;37707,37708;7;Pelíšek BARBY ètvercovı 50x50 cm;- rùovı;2;KS;364,21;21;440,7;
01;24077;37707,37708;8;Pelíšek BARBY ètvercovı 50x50 cm;- svìtle modrı;8;KS;364,21;21;440,7;
01;24080;37913;;Plyšovı pelíšek PEPITO 65x48x16 cm béovı;;5;KS;405,87;21;491,1;4047974379134
01;24084;3690;3;Plyšovı pelíšek MY KITTY DARLING 70x8x55 cm;- purpurová/lila;4;KS;437,52;21;529,4;
01;24084;3690;4;Plyšovı pelíšek MY KITTY DARLING 70x8x55 cm;- béová/krémová;4;KS;437,52;21;529,4;
01;24093;1558;7;Sada pro štìòata - deka se dvìma hraèkami 76x50 cm;- rùová;8;KS;187,52;21;226,9;
01;24093;1558;8;Sada pro štìòata - deka se dvìma hraèkami 76x50 cm;- svìtle modrá;6;KS;187,52;21;226,9;
01;24094;2855;;Pelíšek Relax 70x60 cm TRIXIE;;1;KS;257,52;21;311,6;4011905028552
01;24100;37681,37691;1;Pelíšek kulatı SAMMY - flauš 50cm;- èernı s  hnìdımi tlapkami;0;KS;188,35;21;227,9;
01;24100;37681,37691;2;Pelíšek kulatı SAMMY - flauš 50cm;- èernı s šedımi tlapkami;14;KS;188,35;21;227,9;
01;24101;37682,37692;1;Pelíšek kulatı SAMMY - flauš 70cm;- èernı s béovımi tlapkami;16;KS;270;21;326,7;
01;24101;37682,37692;2;Pelíšek kulatı SAMMY - flauš 70cm;- èernı s šedımi tlapkami;5;KS;270;21;326,7;4011905379623
01;24102;37683;1;Pelíšek kulatı SAMMY - flauš 90cm;- èernı s béovımi tlapkami;18;KS;407,52;21;493,1;
01;24102;37683;2;Pelíšek kulatı SAMMY - flauš 90cm;- èernı s šed. tlap.- ZRUŠENO;0;KS;407,52;21;493,1;
01;24105;3682;;Pelíšek DOOLEY 50cm - rùovo/modrı;;4;KS;320;21;387,2;4011905036823
01;24106;3737;1;Pelíšek kulatı LUMA 50 cm;- motiv gepard - ZRUŠENO;0;KS;332,56;21;402,4;
01;24106;3737;2;Pelíšek kulatı LUMA 50 cm;- cihlovı - ZRUŠENO;0;KS;332,56;21;402,4;
01;24106;3737;3;Pelíšek kulatı LUMA 50 cm;- hnìdı;4;KS;332,56;21;402,4;
01;24109;37401;;Plyšovı pelech DONATELO béovo-hnìdı 60 x 50 cm;;7;KS;582,56;21;704,9;4047974374016
01;24111;37421;;Pelíšek BENITO oválnı 50x35 cm hnìdı/svìtle hnìdı;;3;KS;440,91;21;533,5;4047974374214
01;24112;37422;;Pelíšek BENITO oválnı 60x45 cm hnìdı/svìtle hnìdı;;5;KS;595,87;21;721;4047974374221
01;24113;37423;;Pelíšek BENITO oválnı 70x55 cm hnìdı/svìtle hnìdı;;4;KS;891,74;21;1 079;4047974374238
01;24114;37424;;Pelíšek BENITO oválnı 83x67 cm hnìdı/svìtle hnìdı;;3;KS;1 216,69;21;1 472,2;4047974374245
01;24115;37425;;Pelíšek BENITO oválnı 96x79 cm hnìdı/svìtle hnìdı;;3;KS;1 616,69;21;1 956,2;4047974374252
01;24116;37426;;Pelíšek BENITO oválnı 110x92 cm hnìdı/svìtle hnìdı;;5;KS;2 150;21;2 601,5;4047974374269
01;24120;37001,37011;1;Pelech 1 Charly 43x38cm;- béovı;20;KS;215,87;21;261,2;
01;24120;37001,37011;2;Pelech 1 Charly 43x38cm;- èernı;2;KS;215,87;21;261,2;
01;24121;37002,37012;1;Pelech 2 Charly 50x43cm;- béovı;21;KS;261,74;21;316,7;
01;24121;37002,37012;2;Pelech 2 Charly 50x43cm;- èernı;0;KS;261,74;21;316,7;
01;24122;37003,37013;1;Pelech 3 Charly 55x48cm;- béová;9;KS;364,21;21;440,7;
01;24122;37003,37013;2;Pelech 3 Charly 55x48cm;- èernı;10;KS;364,21;21;440,7;
01;24123;37004,37014;1;Pelech 4 Charly 65x55cm;- béovı;3;KS;436,69;21;528,4;
01;24123;37004,37014;2;Pelech 4 Charly 65x55cm;- èernı;11;KS;436,69;21;528,4;
01;24124;37005,37015;1;Pelech 5 Charly 70x62cm;- béovı;9;KS;524,21;21;634,3;
01;24124;37005,37015;2;Pelech 5 Charly 70x62cm;- èernı;10;KS;524,21;21;634,3;
01;24125;37006,37016;1;Pelech 6 Charly 79x70cm;- béovı;7;KS;670,91;21;811,8;
01;24125;37006,37016;2;Pelech 6 Charly 79x70cm;- èernı;6;KS;670,91;21;811,8;
01;24126;37007,37017;1;Pelech 7 Charly 88x78cm;- béovı;7;KS;816,69;21;988,2;
01;24126;37007,37017;2;Pelech 7 Charly 88x78cm;- èernı;8;KS;816,69;21;988,2;
01;24127;37008,37018;1;Pelech 8 Charly 97x87cm;- béovı;12;KS;770,08;21;931,8;
01;24127;37008,37018;2;Pelech 8 Charly 97x87cm;- èernı;7;KS;770,08;21;931,8;
01;24128;37009,37019;1;Pelech 9 Charly 108x98cm;- béovı;8;KS;1 040;21;1 258,4;
01;24128;37009,37019;2;Pelech 9 Charly 108x98cm;- èernı;4;KS;1 040;21;1 258,4;
01;24130;37402;;Pelíšek ANTONELLA se stahovací šòùrkou, hnìdı 50 cm;;4;KS;473,39;21;572,8;4047974374023
01;24142;36621;;Pelíšek JACKY 70x70 cm hnìdı;;2;KS;731,74;21;885,4;4011905366210
01;24143;36631;;Pelíšek JACKY 90x80 cm hnìdı;;7;KS;975,04;21;1 179,8;4011905366319
01;24144;36641;;Pelíšek JACKY 110x95 cm hnìdı;;8;KS;1 354,21;21;1 638,6;4011905366418
01;24145;36791;;Pelíšek BLANKA 60x46x20cm;;3;KS;548,35;21;663,5;4011905367910
01;24146;36792;;Pelíšek BLANKA 75x60x20cm;;11;KS;787,52;21;952,9;4011905367927
01;24147;3749;1;Pelíšek CHIPPY 50x40x15cm;- rùová/šedá;4;KS;263,31;21;318,6;
01;24147;3749;2;Pelíšek CHIPPY 50x40x15cm;- máta/šedá - ZRUŠENO;0;KS;263,31;21;318,6;
01;24147;3749;3;Pelíšek CHIPPY 50x40x15cm;- kávová/cihlová - ZRUŠENO;0;KS;263,31;21;318,6;
01;24147;3749;4;Pelíšek CHIPPY 50x40x15cm;- šedá/vínová - ZRUŠENO;0;KS;263,31;21;318,6;4011905374949
01;24147;3749;5;Pelíšek CHIPPY 50x40x15cm;- purpurová/šedá;8;KS;263,31;21;318,6;
01;24148;37041;;Pelíšek YUMA s imitací jehnìèí vlny 45cm;;6;KS;340,91;21;412,5;4047974370414
01;24149;37042;;Pelíšek YUMA s imitací jehnìèí vlny 55cm;;3;KS;482,56;21;583,9;4047974370421
01;24150;3692;;Pelíšek LEO 50cm - motiv leopard;;2;KS;390,91;21;473;4011905036922
01;24155;36971;;Plyšovı pelíšek LEIKA 50 cm TRIXIE;;3;KS;324,71;21;392,9;4011905369716
01;24156;36972;;Plyšovı pelíšek LEIKA 60 cm TRIXIE;;5;KS;510;21;617,1;4011905369723
01;24160;704855;;Plyšovı pelíšek MINORA 48x37x18cm oboustrannı;;9;KS;304,21;21;368,1;8712695072768
01;24162;704856;;Pelíšek MINETTE 40x30x16cm oboustrannı;;4;KS;316,69;21;383,2;8712695080503
01;24164;3680;;Pohovka CHARMEL 65x35 cm;;2;KS;1 032,56;21;1 249,4;4011905036809
01;24169;38311;;Pohovka s polštáøem CAROO 60x40x27 cm motiv irafa;;4;KS;816,69;21;988,2;4011905383118
01;24172;38445;;Pelech PYRA s polštáøem, hnìdá pytlovina 55 x 42 cm;;2;KS;473,39;21;572,8;4011905384450
01;24173;38446;;Pelech PYRA s polštáøem, hnìdá pytlovina 70 x 55 cm;;2;KS;758,35;21;917,6;4011905384467
01;24174;37531;;Pelech TIMBER s kostkovanım polštáøem, hn.pytlovina 60x45 cm;;4;KS;365,04;21;441,7;4053032375314
01;24175;37532;;Pelech TIMBER s kostkovanım polštáøem, hn.pytlovina 75x60 cm;;4;KS;595,87;21;721;4053032375321
01;24179;38322;;Pelech CLAUDIO s polštáøem, vzhled kùe 115x75x15 cm;;2;KS;1 545,87;21;1 870,5;4011905383224
01;24190;28652;;Termodeka s protiskluzovou vrstvou, šedá 100 x 75 cm;;24;KS;219,34;21;265,4;4011905286525
01;24191;28653;;Termodeka s protiskluzovou vrstvou, šedá 150 x 100 cm;;12;KS;399,34;21;483,2;4011905286532
01;24198;36771;;Flaušová deka NIMA leopardí motiv 100 x 70 cm;;24;KS;73,39;21;88,8;4047974367711
01;24199;36772;;Flaušová deka NIMA leopardí motiv 150 x 100 cm;;0;KS;115,87;21;140,2;4047974367728
01;24200;3718;1;Flaušová deka BARNEY 150x100cm;- béová s èernımi tlapkami;54;KS;115,87;21;140,2;
01;24200;3718;2;Flaušová deka BARNEY 150x100cm;- èerná s béovımi tlapkami;37;KS;115,87;21;140,2;
01;24200;3718;3;Flaušová deka BARNEY 150x100cm;- èerná s šedımi tlapkami;59;KS;115,87;21;140,2;
01;24201;3719;1;Flaušová deka BEANY 100x70cm;- béová s èernımi tlapkami;1;KS;62,56;21;75,7;
01;24201;3719;2;Flaušová deka BEANY 100x70cm;- èerná s šedımi kostièkami;75;KS;62,56;21;75,7;
01;24201;3719;3;Flaušová deka BEANY 100x70cm;- vínová s rybí kostrou;40;KS;62,56;21;75,7;
01;24202;37961;;Deka King of Dogs 125 x 100 cm - béová;;0;KS;405,87;21;491,1;4011905379616
01;24204;2851;;Podloka z ovèí vlny 45x45 cm - bílá;;5;KS;457,52;21;553,6;4011905028514
01;24205;3708;;Podloka CODY 125x100cm  manšestr/vlna krémovo/èerná TRIXIE;;23;KS;506,03;21;612,3;4011905037080
01;24206;37061;;Deka pro psy RAPHAEL 100x70cm - hnìdá;;0;KS;332,56;21;402,4;4011905370613
01;24207;37062;;Deka pro psy RAPHAEL 150x100cm - hnìdá;;13;KS;595,87;21;721;4011905370620
01;24209;36701;;Podloka Shira 100x70cm - béová;;3;KS;150,66;21;182,3;4047974367018
01;24211;3755;1;Kulatı polštáø WILSON s tlapkou, vıška 12-14 cm,  60 cm; - bordó/krémovı;1;KS;405,87;21;491,1;4047974375518
01;24211;3755;5;Kulatı polštáø WILSON s tlapkou, vıška 12-14 cm,  60 cm; - olivovo/zelenı/krémovı;0;KS;405,87;21;491,1;4047974375556
01;24212;3755;2;Kulatı polštáø WILSON s tlapkou, vıška 12-14 cm,  75 cm; - bordó/krémovı;2;KS;637,52;21;771,4;4047974375525
01;24212;3755;6;Kulatı polštáø WILSON s tlapkou, vıška 12-14 cm,  75 cm; - olivovo/zelenı/krémovı;2;KS;637,52;21;771,4;4047974375563
01;24213;3761;1;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 80 x 55 cm; - bordó/krémovı;2;KS;556,69;21;673,6;4053032376113
01;24213;3761;6;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 80 x 55 cm; - olivovo/zelenı/krémovı;1;KS;556,69;21;673,6;4053032376168
01;24214;3761;2;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 100 x 70 cm; - boró/krémovı;2;KS;827,52;21;1 001,3;4053032376120
01;24214;3761;7;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 100 x 70 cm; - olivovo/zelenı/krémovı;1;KS;827,52;21;1 001,3;4053032376175
01;24215;3761;3;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 120 x 75 cm; - boró/krémovı;2;KS;1 124,21;21;1 360,3;4053032376137
01;24215;3761;8;Obdelníkovı polštáø WILSON, vıška 14-16 cm, 120 x 75 cm; - olivovo/zelenı/krémovı;2;KS;1 124,21;21;1 360,3;4053032376182
01;24216;37541;;Kulatı pelech WILSON bordó/krémovı 62 cm;;1;KS;473,39;21;572,8;4047974375419
01;24217;37545;;Kulatı pelech WILSON olivovo/zelenı/krémovı 62 cm;;2;KS;473,39;21;572,8;4047974375457
01;24241;38921,38931;1;Plyšovı polštáø JOEY 44x31cm;- béovı;11;KS;104,21;21;126,1;4011905389219
01;24241;38921,38931;2;Plyšovı polštáø JOEY 44x31cm;- èernı;15;KS;104,21;21;126,1;4011905389318
01;24242;38922,38932;1;Plyšovı polštáø JOEY 54x35cm;- béovı;5;KS;130,91;21;158,4;
01;24242;38922,38932;2;Plyšovı polštáø JOEY 54x35cm;- èernı;12;KS;130,91;21;158,4;
01;24243;38923,38933;1;Plyšovı polštáø JOEY 64x41cm;- béovı;8;KS;175,04;21;211,8;
01;24243;38923,38933;2;Plyšovı polštáø JOEY 64x41cm;- èernı;11;KS;175,04;21;211,8;
01;24244;38924,38934;1;Plyšovı polštáø JOEY 70x47cm;- béovı;12;KS;202,56;21;245,1;
01;24244;38924,38934;2;Plyšovı polštáø JOEY 70x47cm;- èernı;6;KS;202,56;21;245,1;
01;24245;38925,38935;1;Plyšovı polštáø JOEY 77x50cm;- béovı;11;KS;243,39;21;294,5;
01;24245;38925,38935;2;Plyšovı polštáø JOEY 77x50cm;- èernı;8;KS;243,39;21;294,5;
01;24246;38926,38936;1;Plyšovı polštáø JOEY 86x56cm;- béovı;8;KS;270,91;21;327,8;
01;24246;38926,38936;2;Plyšovı polštáø JOEY 86x56cm;- èernı;6;KS;270,91;21;327,8;
01;24247;38927,38937;1;Plyšovı polštáø JOEY 98x62cm;- béová;6;KS;338,35;21;409,4;
01;24247;38927,38937;2;Plyšovı polštáø JOEY 98x62cm;- èernı;6;KS;338,35;21;409,4;
01;24248;38928,38938;1;Plyšovı polštáø JOEY 105x68cm;- béovı;6;KS;406,69;21;492,1;
01;24248;38928,38938;2;Plyšovı polštáø JOEY 105x68cm;- èernı;6;KS;406,69;21;492,1;
01;24249;38929,38939;1;Plyšovı polštáø JOEY 115x72cm;- béovı;5;KS;474,21;21;573,8;
01;24249;38929,38939;2;Plyšovı polštáø JOEY 115x72cm;- èernı;6;KS;474,21;21;573,8;
01;24251;37591;;Plyšová podloka GINO 60x40cm;;9;KS;202,56;21;245,1;4011905375915
01;24252;37592;;Plyšová podloka GINO 70x45cm;;6;KS;297,52;21;360;4011905375922
01;24253;37593;;Plyšová podloka GINO 80x55cm;;14;KS;405,87;21;491,1;4011905375939
